Season,AccountNumber,SingleGameTickets,PartialPlanTickets,GroupTickets,AvgSpend,GamesAttended,FanSegment,DistanceToArena,BasketballPropensity,SocialMediaEngagement,SumGamesAttended,TotNumTicketsPurchased,AvgSpend_norm,SocialMediaEngagement_norm,DistanceToArena_norm,BasketballPropensity_norm
2024,41593,5,0,0,51.0,1,Limited Data,81.0,937.0,Medium,2,5,0.015468607825295723,0.67,0.0,0.937
2024,41594,5,0,0,31.6,1,Limited Data,78.0,445.0,Medium,1,5,0.009584470730967546,0.67,0.0,0.445
2024,41595,3,0,0,48.0,1,Limited Data,6.0,483.0,Low,1,3,0.014558689717925387,0.33,1.0,0.483
2024,41596,1,0,0,11.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.0033363663936912345,0.67,0.0,0.6835054579566775
2024,41597,1,0,0,91.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.027600849256900213,0.67,0.0,0.6835054579566775
2024,41598,2,0,0,187.0,1,Limited Data,14.0,950.0,Medium,1,2,0.056718228692750984,0.67,1.0,0.95
2024,41599,1,0,0,58.0,1,Limited Data,1449.0,293.0,Medium,1,1,0.017591750075826508,0.67,0.0,0.293
2024,41600,4,0,0,87.29,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,4,0.0264755838641189,0.67,0.0,0.6835054579566775
2024,41601,6,0,0,53.0,1,Limited Data,334.0,811.0,Low,1,6,0.016075219896875947,0.33,0.0,0.811
2024,41602,2,0,0,66.0,1,Limited Data,7.0,816.0,High,1,2,0.020018198362147407,1.0,1.0,0.816
2024,41603,6,0,0,52.0,1,Limited Data,1675.0,762.0,Low,1,6,0.015771913861085837,0.33,0.0,0.762
2024,41604,2,0,0,23.0,1,Limited Data,17.0,411.0,Medium,1,2,0.006976038823172581,0.67,1.0,0.411
2024,41605,5,0,0,80.0,0,Limited Data,1825.0,683.5054579566774,High,1,5,0.024264482863208977,1.0,0.0,0.6835054579566775
2024,41606,5,0,0,99.71,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,5,0.03024264482863209,0.67,0.0,0.6835054579566775
2024,41607,3,0,0,92.0,0,Limited Data,70.0,583.0,High,1,3,0.027904155292690323,1.0,0.0,0.583
2024,41608,4,0,0,28.0,1,Limited Data,41.0,463.0,Low,1,4,0.008492569002123142,0.33,0.5,0.463
2024,41609,1,0,0,32.0,1,Limited Data,4.0,448.0,Medium,1,1,0.009705793145283591,0.67,1.0,0.448
2024,41610,3,0,0,53.0,1,Limited Data,42.0,494.0,Medium,1,3,0.016075219896875947,0.67,0.5,0.494
2024,41611,0,2,0,18.5,0,Limited Data,7.0,529.0,High,1,2,0.005611161662117076,1.0,1.0,0.529
2024,41612,3,0,0,76.0,1,Limited Data,83.0,928.0,High,1,3,0.02305125872004853,1.0,0.0,0.928
2024,41613,2,0,0,265.0,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.08037609948437974,0.33,0.0,0.6835054579566775
2024,41614,2,0,0,42.0,1,Limited Data,100.0,730.0,Medium,1,2,0.012738853503184714,0.67,0.0,0.73
2024,41615,2,0,0,69.0,0,Limited Data,77.0,439.0,High,1,2,0.020928116469517744,1.0,0.0,0.439
2024,41616,2,0,0,44.0,0,Limited Data,10.0,240.0,Low,1,2,0.013345465574764938,0.33,1.0,0.24
2024,41617,1,0,0,11.0,1,Limited Data,6.0,872.0,Medium,1,1,0.0033363663936912345,0.67,1.0,0.872
2024,41618,2,0,0,61.0,1,Limited Data,634.0,512.0,High,1,2,0.018501668183196845,1.0,0.0,0.512
2024,41619,2,0,0,45.0,0,Limited Data,13.0,467.0,Medium,1,2,0.01364877161055505,0.67,1.0,0.467
2024,41620,2,0,0,122.0,1,Limited Data,83.0,587.0,Medium,1,2,0.03700333636639369,0.67,0.0,0.587
2024,41621,2,0,0,142.0,1,Limited Data,73.0,509.0,Low,1,2,0.043069457082195936,0.33,0.0,0.509
2024,41622,2,0,0,73.0,1,Limited Data,634.0,412.0,Medium,1,2,0.022141340612678192,0.67,0.0,0.412
2024,41623,4,0,0,49.0,0,Limited Data,7.0,435.0,Low,1,4,0.014861995753715499,0.33,1.0,0.435
2024,41624,3,0,0,57.0,1,Limited Data,13.0,953.0,Medium,1,3,0.017288444040036398,0.67,1.0,0.953
2024,41625,2,0,0,47.0,1,Limited Data,106.0,621.0,High,1,2,0.014255383682135275,1.0,0.0,0.621
2024,41626,1,0,0,279.22,0,Limited Data,18.0,596.0,Medium,1,1,0.08468911131331515,0.67,1.0,0.596
2024,41627,0,10,0,262.0,1,Limited Data,55.0,582.0,Medium,6,12,0.0794661813770094,0.67,0.0,0.582
2024,41628,1,0,0,139.0,1,Limited Data,6.0,921.0,High,1,1,0.0421595389748256,1.0,1.0,0.921
2024,41629,4,0,0,83.0,1,Limited Data,58.0,923.0,Low,1,4,0.025174400970579314,0.33,0.0,0.923
2024,41630,2,0,0,319.0,1,Limited Data,30.0,390.0,Medium,1,2,0.0967546254170458,0.67,0.5,0.39
2024,41631,2,0,0,304.0,0,Limited Data,47.0,517.0,High,1,2,0.09220503488019412,1.0,0.5,0.517
2024,41632,4,0,0,81.92,0,Limited Data,148.74457038579175,683.5054579566774,Medium,1,4,0.024846830451925993,0.67,0.0,0.6835054579566775
2024,41633,1,0,0,52.0,1,Limited Data,1.0,427.0,Medium,1,1,0.015771913861085837,0.67,1.0,0.427
2024,41634,3,0,0,35.0,0,Limited Data,1.0,683.5054579566774,Medium,1,3,0.010615711252653927,0.67,1.0,0.6835054579566775
2024,41635,3,0,0,27.9,1,Limited Data,84.0,516.0,Low,1,3,0.00846223839854413,0.33,0.0,0.516
2024,41636,4,0,0,45.0,0,Limited Data,0.0,683.5054579566774,Medium,1,4,0.01364877161055505,0.67,1.0,0.6835054579566775
2024,41637,2,0,0,51.0,0,Limited Data,1.0,683.5054579566774,High,1,2,0.015468607825295723,1.0,1.0,0.6835054579566775
2024,41638,2,0,0,93.0,1,Limited Data,81.0,952.0,High,1,2,0.028207461328480437,1.0,0.0,0.952
2024,41639,0,0,3,66.5,1,Limited Data,76.0,351.0,Low,1,3,0.020169851380042462,0.33,0.0,0.351
2024,41640,2,0,0,148.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.04488929329693661,0.67,0.0,0.6835054579566775
2024,41641,1,0,0,34.0,1,Limited Data,9.0,896.0,Medium,1,1,0.010312405216863815,0.67,1.0,0.896
2024,41642,2,0,0,26.32,1,Limited Data,2.0,683.5054579566774,Medium,1,2,0.007983014861995754,0.67,1.0,0.6835054579566775
2024,41643,2,0,0,28.0,0,Limited Data,1458.0,534.0,Low,1,2,0.008492569002123142,0.33,0.0,0.534
2024,41644,2,0,0,130.0,1,Limited Data,151.0,683.5054579566774,High,1,2,0.039429784652714586,1.0,0.0,0.6835054579566775
2024,41645,2,0,0,83.0,1,Limited Data,7.0,786.0,Medium,1,2,0.025174400970579314,0.67,1.0,0.786
2024,41646,2,0,0,37.0,1,Limited Data,1.0,683.5054579566774,Medium,1,2,0.011222323324234153,0.67,1.0,0.6835054579566775
2024,41647,3,0,0,92.0,1,Limited Data,13.0,683.5054579566774,Medium,1,3,0.027904155292690323,0.67,1.0,0.6835054579566775
2024,41648,2,0,0,230.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.06976038823172581,0.67,0.0,0.6835054579566775
2024,41649,1,0,0,33.0,1,Limited Data,12.0,683.5054579566774,Low,1,1,0.010009099181073703,0.33,1.0,0.6835054579566775
2024,41650,2,0,0,52.11,1,Limited Data,74.0,643.0,High,1,2,0.015805277525022747,1.0,0.0,0.643
2024,41651,2,0,0,45.0,1,Limited Data,1727.0,955.0,High,1,2,0.01364877161055505,1.0,0.0,0.955
2024,41652,2,0,0,18.0,1,Limited Data,15.0,355.0,Medium,1,2,0.00545950864422202,0.67,1.0,0.355
2024,41653,1,0,0,1.0,0,Limited Data,148.74457038579175,683.5054579566774,High,1,1,0.00030330603579011223,1.0,0.0,0.6835054579566775
2024,41654,2,0,0,46.9,1,Limited Data,148.74457038579175,683.5054579566774,Low,1,2,0.014225053078556264,0.33,0.0,0.6835054579566775
2024,41655,5,0,0,11.0,0,Limited Data,232.0,368.0,High,1,5,0.0033363663936912345,1.0,0.0,0.368
2024,41656,1,0,0,20.0,1,Limited Data,7.0,624.0,Low,1,1,0.006066120715802244,0.33,1.0,0.624
2024,41657,2,0,0,66.0,0,Limited Data,4.0,683.5054579566774,Low,1,2,0.020018198362147407,0.33,1.0,0.6835054579566775
2024,41658,2,0,0,96.0,1,Limited Data,49.0,278.0,Medium,1,2,0.029117379435850774,0.67,0.5,0.278
2024,41659,1,0,0,461.0,0,Limited Data,426.0,882.0,Medium,1,1,0.13982408249924175,0.67,0.0,0.882
2024,41660,1,0,0,69.0,1,Limited Data,1.0,948.0,Medium,1,1,0.020928116469517744,0.67,1.0,0.948
2024,41661,0,0,2,40.05,1,Limited Data,74.0,663.0,High,1,2,0.012147406733393994,1.0,0.0,0.663
2024,41662,2,0,0,281.0,0,Limited Data,186.0,469.0,Medium,1,2,0.08522899605702154,0.67,0.0,0.469
2024,41663,2,0,0,194.0,0,Limited Data,10.0,333.0,Low,1,2,0.05884137094328177,0.33,1.0,0.333
2024,41664,2,0,0,180.0,0,Limited Data,299.0,916.0,Medium,1,2,0.0545950864422202,0.67,0.0,0.916
2024,41665,2,0,0,94.0,0,Limited Data,6.0,266.0,High,1,2,0.02851076736427055,1.0,1.0,0.266
2024,41666,2,0,0,241.0,0,Limited Data,83.0,528.0,Low,1,2,0.07309675462541705,0.33,0.0,0.528
2024,41667,2,0,0,58.0,0,Limited Data,39.0,607.0,Low,1,2,0.017591750075826508,0.33,0.5,0.607
2024,41668,3,0,0,110.0,0,Limited Data,79.0,445.0,Medium,1,3,0.03336366393691234,0.67,0.0,0.445
2024,41669,0,0,3,29.0,0,Limited Data,2.0,710.0,Medium,1,3,0.008795875037913254,0.67,1.0,0.71
2024,41670,0,0,14,16.12,0,Limited Data,148.74457038579175,683.5054579566774,Medium,1,14,0.004889293296936609,0.67,0.0,0.6835054579566775
2024,41671,2,0,0,59.0,0,Limited Data,165.0,484.0,High,1,2,0.01789505611161662,1.0,0.0,0.484
2024,41672,2,0,0,200.0,0,Limited Data,27.0,504.0,Medium,1,2,0.060661207158022444,0.67,0.5,0.504
2024,41673,0,0,2,50.0,0,Limited Data,56.0,427.0,Medium,1,2,0.015165301789505611,0.67,0.0,0.427
2024,41674,1,0,0,87.0,0,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.026387625113739762,0.67,0.0,0.6835054579566775
2024,41675,2,0,0,38.0,1,Limited Data,9.0,955.0,Medium,1,2,0.011525629360024265,0.67,1.0,0.955
2024,41676,1,0,0,18.0,0,Limited Data,4.0,598.0,Medium,1,1,0.00545950864422202,0.67,1.0,0.598
2024,41677,1,0,0,68.0,0,Limited Data,6.0,683.5054579566774,Medium,1,1,0.02062481043372763,0.67,1.0,0.6835054579566775
2024,41678,4,0,0,39.0,1,Limited Data,1.0,683.5054579566774,Medium,1,4,0.011828935395814377,0.67,1.0,0.6835054579566775
2024,41679,3,0,0,156.0,0,Limited Data,661.0,942.0,Low,1,3,0.047315741583257506,0.33,0.0,0.942
2024,41680,3,0,0,181.0,0,Limited Data,913.0,818.0,Medium,1,3,0.05489839247801031,0.67,0.0,0.818
2024,41681,5,0,0,95.0,0,Limited Data,1030.0,683.5054579566774,Medium,1,5,0.02881407340006066,0.67,0.0,0.6835054579566775
2024,41682,2,0,0,233.0,0,Limited Data,33.0,553.0,High,1,2,0.07067030633909614,1.0,0.5,0.553
2024,41683,2,0,0,28.0,0,Limited Data,13.0,919.0,Medium,1,2,0.008492569002123142,0.67,1.0,0.919
2024,41684,3,0,0,50.0,0,Limited Data,633.0,642.0,Medium,1,3,0.015165301789505611,0.67,0.0,0.642
2024,41685,6,0,0,40.33,0,Limited Data,851.0,574.0,Medium,1,6,0.012232332423415225,0.67,0.0,0.574
2024,41686,2,0,0,114.0,0,Limited Data,165.0,371.0,Medium,1,2,0.034576888080072796,0.67,0.0,0.371
2024,41687,0,0,1,19.26,0,Limited Data,56.0,474.0,Medium,1,1,0.005841674249317562,0.67,0.0,0.474
2024,41688,2,0,0,91.0,0,Limited Data,21.0,576.0,High,1,2,0.027600849256900213,1.0,0.5,0.576
2024,41689,0,0,6,28.74,1,Limited Data,6.0,319.0,Medium,1,6,0.008717015468607824,0.67,1.0,0.319
2024,41690,2,0,0,161.0,0,Limited Data,144.0,695.0,High,1,2,0.04883227176220807,1.0,0.0,0.695
2024,41691,3,0,0,94.0,0,Limited Data,398.0,608.0,Low,1,3,0.02851076736427055,0.33,0.0,0.608
2024,41692,3,0,0,39.0,0,Limited Data,89.0,297.0,High,1,3,0.011828935395814377,1.0,0.0,0.297
2024,41693,2,0,0,65.0,0,Limited Data,76.0,416.0,Medium,1,2,0.019714892326357293,0.67,0.0,0.416
2024,41694,0,0,4,6.31,1,Limited Data,73.0,374.0,Medium,1,4,0.001913861085835608,0.67,0.0,0.374
2024,41695,2,0,0,90.0,0,Limited Data,61.0,716.0,High,1,2,0.0272975432211101,1.0,0.0,0.716
2024,41696,2,0,0,182.0,0,Limited Data,64.0,551.0,High,1,2,0.055201698513800426,1.0,0.0,0.551
2024,41697,2,0,0,3.0,1,Limited Data,10.0,683.5054579566774,Low,1,2,0.0009099181073703367,0.33,1.0,0.6835054579566775
2024,41698,0,4,0,35.0,1,Limited Data,5.0,747.0,Low,2,4,0.010615711252653927,0.33,1.0,0.747
2024,41699,4,0,0,45.0,0,Limited Data,1.0,420.0,Low,1,4,0.01364877161055505,0.33,1.0,0.42
2024,41700,2,0,0,71.0,0,Limited Data,1094.0,494.0,High,1,2,0.021534728541097968,1.0,0.0,0.494
2024,41701,4,0,0,167.0,0,Limited Data,9.0,683.5054579566774,Medium,1,4,0.05065210797694874,0.67,1.0,0.6835054579566775
2024,41702,1,0,0,62.0,1,Limited Data,2.0,727.0,Medium,1,1,0.01880497421898696,0.67,1.0,0.727
2024,41703,1,0,0,62.0,1,Limited Data,2.0,727.0,Medium,1,1,0.01880497421898696,0.67,1.0,0.727
2024,41704,3,0,0,6.0,0,Limited Data,42.0,683.5054579566774,High,1,3,0.0018198362147406734,1.0,0.5,0.6835054579566775
2024,41705,4,0,0,41.0,0,Limited Data,328.0,910.0,Medium,1,4,0.0124355474673946,0.67,0.0,0.91
2024,41706,1,0,0,68.0,1,Limited Data,407.0,639.0,Medium,1,1,0.02062481043372763,0.67,0.0,0.639
2024,41707,2,0,0,76.0,0,Limited Data,104.0,912.0,High,1,2,0.02305125872004853,1.0,0.0,0.912
2024,41708,2,0,0,65.0,0,Limited Data,9.0,468.0,High,1,2,0.019714892326357293,1.0,1.0,0.468
2024,41709,2,0,0,4.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.001213224143160449,0.67,0.0,0.6835054579566775
2024,41710,0,0,1,0.47,0,Limited Data,0.0,683.5054579566774,Medium,1,1,0.00014255383682135273,0.67,1.0,0.6835054579566775
2024,41711,0,0,2,15.53,0,Limited Data,9.0,945.0,Low,1,2,0.004710342735820443,0.33,1.0,0.945
2024,41712,0,0,2,77.53,0,Limited Data,10.0,373.0,Medium,1,2,0.0235153169548074,0.67,1.0,0.373
2024,41713,2,0,0,103.0,0,Limited Data,78.0,303.0,Medium,1,2,0.03124052168638156,0.67,0.0,0.303
2024,41714,1,0,0,25.0,1,Limited Data,75.0,293.0,Medium,1,1,0.0075826508947528055,0.67,0.0,0.293
2024,41715,0,0,2,49.53,0,Limited Data,1.0,409.0,High,1,2,0.015022747952684259,1.0,1.0,0.409
2024,41716,4,0,0,44.0,0,Limited Data,1041.0,762.0,Low,1,4,0.013345465574764938,0.33,0.0,0.762
2024,41717,4,0,0,36.0,0,Limited Data,239.0,953.0,Low,1,4,0.01091901728844404,0.33,0.0,0.953
2024,41718,1,0,0,42.0,1,Limited Data,77.0,688.0,Medium,1,3,0.012738853503184714,0.67,0.0,0.688
2024,41719,2,0,0,100.0,0,Limited Data,22.0,953.0,Low,1,2,0.030330603579011222,0.33,0.5,0.953
2024,41720,0,0,2,45.53,0,Limited Data,4.0,746.0,Low,1,2,0.01380952380952381,0.33,1.0,0.746
2024,41721,0,0,1,64.53,0,Limited Data,1712.0,370.0,Medium,1,1,0.01957233848953594,0.67,0.0,0.37
2024,41722,3,0,0,42.67,0,Limited Data,15.0,649.0,Medium,1,3,0.01294206854716409,0.67,1.0,0.649
2024,41723,0,0,31,53.0,0,Limited Data,79.0,683.5054579566774,Medium,1,31,0.016075219896875947,0.67,0.0,0.6835054579566775
2024,41724,3,0,0,123.0,0,Limited Data,62.0,483.0,Medium,1,3,0.0373066424021838,0.67,0.0,0.483
2024,41725,4,0,0,42.0,1,Limited Data,1.0,422.0,Medium,1,4,0.012738853503184714,0.67,1.0,0.422
2024,41726,4,0,0,71.0,0,Limited Data,104.0,567.0,Medium,1,4,0.021534728541097968,0.67,0.0,0.567
2024,41727,5,0,0,65.0,0,Limited Data,252.0,406.0,Medium,1,5,0.019714892326357293,0.67,0.0,0.406
2024,41728,0,0,2,52.0,0,Limited Data,23.0,344.0,Medium,1,2,0.015771913861085837,0.67,0.5,0.344
2024,41729,2,0,0,81.0,0,Limited Data,70.0,683.5054579566774,High,1,2,0.02456778889899909,1.0,0.0,0.6835054579566775
2024,41730,0,0,4,92.0,0,Limited Data,218.0,695.0,Low,1,4,0.027904155292690323,0.33,0.0,0.695
2024,41731,1,0,0,167.0,1,Limited Data,295.0,653.0,Medium,1,1,0.05065210797694874,0.67,0.0,0.653
2024,41732,0,0,2,2.69,1,Limited Data,75.0,398.0,Medium,1,2,0.0008158932362754018,0.67,0.0,0.398
2024,41733,0,0,11,85.0,0,Limited Data,227.0,856.0,High,1,11,0.025781013042159538,1.0,0.0,0.856
2024,41734,6,0,0,9.0,0,Limited Data,7.0,401.0,Low,1,6,0.00272975432211101,0.33,1.0,0.401
2024,41735,3,0,0,33.0,0,Limited Data,309.0,860.0,Medium,1,3,0.010009099181073703,0.67,0.0,0.86
2024,41736,2,0,0,26.0,0,Limited Data,17.0,593.0,High,1,2,0.007885956930542918,1.0,1.0,0.593
2024,41737,2,0,0,70.0,1,Limited Data,28.0,457.0,High,1,2,0.021231422505307854,1.0,0.5,0.457
2024,41738,1,0,0,85.0,0,Limited Data,101.0,930.0,Low,1,1,0.025781013042159538,0.33,0.0,0.93
2024,41739,0,0,5,70.74,1,Limited Data,73.0,606.0,Medium,1,5,0.02145586897179254,0.67,0.0,0.606
2024,41740,2,0,0,17.0,0,Limited Data,58.0,962.0,Low,1,2,0.005156202608431908,0.33,0.0,0.962
2024,41741,2,0,0,1.0,0,Limited Data,148.74457038579175,683.5054579566774,Medium,1,2,0.00030330603579011223,0.67,0.0,0.6835054579566775
2024,41742,4,0,0,46.0,0,Limited Data,619.0,490.0,High,1,4,0.013952077646345162,1.0,0.0,0.49
2024,41743,6,0,0,139.0,0,Limited Data,50.0,414.0,High,1,6,0.0421595389748256,1.0,0.5,0.414
2024,41744,3,0,0,41.0,0,Limited Data,1737.0,359.0,Low,1,3,0.0124355474673946,0.33,0.0,0.359
2024,41745,1,0,0,166.0,0,Limited Data,760.0,348.0,Medium,1,1,0.05034880194115863,0.67,0.0,0.348
2024,41746,2,0,0,11.0,0,Limited Data,71.0,932.0,Medium,1,2,0.0033363663936912345,0.67,0.0,0.932
2024,41747,2,0,0,81.0,0,Limited Data,303.0,506.0,High,1,2,0.02456778889899909,1.0,0.0,0.506
2024,41748,5,0,0,86.0,0,Limited Data,58.0,529.0,High,1,5,0.026084319077949652,1.0,0.0,0.529
2024,41749,9,0,0,29.0,1,Limited Data,732.0,683.5054579566774,Medium,1,9,0.008795875037913254,0.67,0.0,0.6835054579566775
2024,41750,0,0,4,14.0,0,Limited Data,34.0,407.0,Medium,1,4,0.004246284501061571,0.67,0.5,0.407
2024,41751,2,0,0,4.0,0,Limited Data,88.0,387.0,Low,1,2,0.001213224143160449,0.33,0.0,0.387
2024,41752,0,0,1,16.53,0,Limited Data,1.0,420.0,Medium,1,1,0.005013648771610556,0.67,1.0,0.42
2024,41753,0,0,5,92.0,0,Limited Data,86.0,298.0,Low,1,5,0.027904155292690323,0.33,0.0,0.298
2024,41754,0,3,0,139.67,0,Limited Data,38.0,759.0,Medium,3,3,0.04236275401880497,0.67,0.5,0.759
2024,41755,0,0,2,51.69,1,Limited Data,7.0,618.0,Low,1,2,0.0156778889899909,0.33,1.0,0.618
2024,41756,0,0,20,291.9,0,Limited Data,1454.0,758.0,High,1,20,0.08853503184713375,1.0,0.0,0.758
2024,41757,6,0,0,303.0,0,Limited Data,75.0,973.0,Low,1,6,0.09190172884440401,0.33,0.0,0.973
2024,41758,2,0,0,42.0,0,Limited Data,148.74457038579175,683.5054579566774,High,1,2,0.012738853503184714,1.0,0.0,0.6835054579566775
2024,41759,0,0,3,6.47,0,Limited Data,6.0,772.0,Medium,1,3,0.001962390051562026,0.67,1.0,0.772
2024,41760,2,0,0,41.0,0,Limited Data,64.0,414.0,Medium,1,2,0.0124355474673946,0.67,0.0,0.414
2024,41761,4,0,0,54.0,1,Limited Data,18.0,893.0,Medium,1,4,0.01637852593266606,0.67,1.0,0.893
2024,41762,2,0,0,64.0,0,Limited Data,427.0,304.0,High,1,2,0.019411586290567183,1.0,0.0,0.304
2024,41763,3,0,0,35.0,0,Limited Data,148.74457038579175,926.0,High,1,3,0.010615711252653927,1.0,0.0,0.926
2024,41764,2,0,0,88.0,0,Limited Data,51.0,396.0,High,1,2,0.026690931149529876,1.0,0.0,0.396
2024,41765,2,0,0,7.0,0,Limited Data,30.0,278.0,Low,1,2,0.0021231422505307855,0.33,0.5,0.278
2024,41766,0,0,21,24.0,0,Limited Data,151.0,683.5054579566774,Medium,1,21,0.007279344858962694,0.67,0.0,0.6835054579566775
2024,41767,0,0,0,163.64,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,6,0.049632999696693963,0.67,0.0,0.6835054579566775
2024,41768,1,0,0,40.0,1,Limited Data,6.0,383.0,Low,1,1,0.012132241431604488,0.33,1.0,0.383
2024,41769,2,0,0,12.0,1,Limited Data,1227.0,948.0,High,1,2,0.003639672429481347,1.0,0.0,0.948
2024,41770,0,0,3,28.0,0,Limited Data,30.0,538.0,High,1,3,0.008492569002123142,1.0,0.5,0.538
2024,41771,0,0,5,68.0,0,Limited Data,205.0,645.0,Low,1,5,0.02062481043372763,0.33,0.0,0.645
2024,41772,2,0,0,82.0,0,Limited Data,1414.0,990.0,Medium,1,2,0.0248710949347892,0.67,0.0,0.99
2024,41773,0,0,4,54.9,0,Limited Data,13.0,568.0,Medium,1,4,0.016651501364877162,0.67,1.0,0.568
2024,41774,0,0,5,69.0,0,Limited Data,205.0,579.0,Low,1,5,0.020928116469517744,0.33,0.0,0.579
2024,41775,0,0,8,95.0,0,Limited Data,7.0,842.0,Low,1,8,0.02881407340006066,0.33,1.0,0.842
2024,41776,0,0,5,63.0,0,Limited Data,46.0,841.0,Medium,1,5,0.01910828025477707,0.67,0.5,0.841
2024,41777,2,0,0,83.0,0,Limited Data,28.0,386.0,Low,1,2,0.025174400970579314,0.33,0.5,0.386
2024,41778,1,0,0,20.0,1,Limited Data,71.0,683.5054579566774,Medium,1,1,0.006066120715802244,0.67,0.0,0.6835054579566775
2024,41779,2,0,0,36.0,0,Limited Data,28.0,590.0,High,1,2,0.01091901728844404,1.0,0.5,0.59
2024,41780,3,0,0,91.0,0,Limited Data,55.0,926.0,High,1,3,0.027600849256900213,1.0,0.0,0.926
2024,41781,5,0,0,165.0,0,Limited Data,76.0,286.0,Low,1,5,0.05004549590536852,0.33,0.0,0.286
2024,41782,0,0,7,45.0,0,Limited Data,205.0,741.0,Medium,1,7,0.01364877161055505,0.67,0.0,0.741
2024,41783,0,0,4,49.0,0,Limited Data,205.0,919.0,Low,1,4,0.014861995753715499,0.33,0.0,0.919
2024,41784,0,0,3,4.0,0,Limited Data,158.0,498.0,Low,1,3,0.001213224143160449,0.33,0.0,0.498
2024,41785,2,0,0,148.0,0,Limited Data,7.0,486.0,Medium,1,2,0.04488929329693661,0.67,1.0,0.486
2024,41786,0,0,2,135.0,0,Limited Data,11.0,929.0,Medium,1,2,0.04094631483166515,0.67,1.0,0.929
2024,41787,0,0,6,30.0,0,Limited Data,97.0,608.0,High,1,6,0.009099181073703366,1.0,0.0,0.608
2024,41788,3,0,0,273.0,0,Limited Data,1237.0,953.0,High,1,3,0.08280254777070063,1.0,0.0,0.953
2024,41789,1,0,0,4.0,1,Limited Data,645.0,944.0,Medium,1,1,0.001213224143160449,0.67,0.0,0.944
2024,41790,1,0,0,73.0,0,Limited Data,12.0,905.0,High,1,1,0.022141340612678192,1.0,1.0,0.905
2024,41791,2,0,0,89.0,0,Limited Data,6.0,447.0,Low,1,2,0.02699423718531999,0.33,1.0,0.447
2024,41792,1,0,0,77.0,1,Limited Data,18.0,369.0,Medium,1,1,0.02335456475583864,0.67,1.0,0.369
2024,41793,1,0,0,28.0,0,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.008492569002123142,0.67,0.0,0.6835054579566775
2024,41794,2,0,0,336.0,0,Limited Data,4.0,683.5054579566774,Medium,1,2,0.10191082802547771,0.67,1.0,0.6835054579566775
2024,41795,2,0,0,51.0,1,Limited Data,66.0,643.0,Medium,1,2,0.015468607825295723,0.67,0.0,0.643
2024,41796,0,0,2,5.5,0,Limited Data,10.0,433.0,Medium,1,2,0.0016681831968456172,0.67,1.0,0.433
2024,41797,2,0,0,269.0,1,Limited Data,4.0,940.0,High,1,2,0.08158932362754019,1.0,1.0,0.94
2024,41798,0,0,3,72.0,0,Limited Data,10.0,608.0,High,1,3,0.02183803457688808,1.0,1.0,0.608
2024,41799,2,0,0,281.0,0,Limited Data,501.0,671.0,Low,1,2,0.08522899605702154,0.33,0.0,0.671
2024,41800,1,0,0,68.0,1,Limited Data,124.0,926.0,Medium,1,1,0.02062481043372763,0.67,0.0,0.926
2024,41801,0,0,2,51.74,1,Limited Data,178.0,790.0,Medium,1,2,0.015693054291780407,0.67,0.0,0.79
2024,41802,4,0,0,44.0,0,Limited Data,73.0,547.0,Medium,1,4,0.013345465574764938,0.67,0.0,0.547
2024,41803,1,0,0,35.0,1,Limited Data,17.0,487.0,Medium,1,1,0.010615711252653927,0.67,1.0,0.487
2024,41804,2,0,0,93.0,1,Limited Data,774.0,516.0,Low,1,2,0.028207461328480437,0.33,0.0,0.516
2024,41805,1,0,0,97.0,1,Limited Data,148.74457038579175,683.5054579566774,Medium,1,1,0.029420685471640885,0.67,0.0,0.6835054579566775
2024,41806,1,0,0,9.0,1,Limited Data,1725.0,723.0,Medium,1,1,0.00272975432211101,0.67,0.0,0.723
2024,41807,2,0,0,106.0,1,Limited Data,9.0,606.0,High,1,2,0.032150439793751893,1.0,1.0,0.606
2024,41808,1,0,0,87.0,1,Limited Data,733.0,717.0,High,1,1,0.026387625113739762,1.0,0.0,0.717
2024,41809,2,0,0,4.0,1,Limited Data,27.0,427.0,High,1,2,0.001213224143160449,1.0,0.5,0.427
2024,41810,2,0,0,126.0,1,Limited Data,6.0,908.0,High,1,2,0.03821656050955414,1.0,1.0,0.908
2024,41811,1,0,0,32.0,0,Limited Data,9.0,531.0,Medium,1,1,0.009705793145283591,0.67,1.0,0.531
2024,41812,3,0,0,22.0,1,Limited Data,3.0,517.0,Low,1,3,0.006672732787382469,0.33,1.0,0.517
2024,41813,0,0,0,37.0,0,Limited Data,148.74457038579175,683.5054579566774,High,1,3,0.011222323324234153,1.0,0.0,0.6835054579566775
